                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                 1.3354,                 0.8241,                0.89043,                0.83614,                0.70978,                0.77888,                0.56399,                 1.3336,                0.79734,                0.90474,             0.00013977,             0.00013977,             0.00013977
                    157,                 1.3407,                0.82443,                0.88851,                0.84067,                 0.7092,                0.77449,                0.57051,                 1.3181,                0.78945,                0.90359,             0.00013686,             0.00013686,             0.00013686
                    158,                 1.3019,                0.81199,                0.88469,                 0.8273,                0.71294,                0.77655,                0.56074,                 1.3492,                0.81139,                0.90634,             0.00013395,             0.00013395,             0.00013395
                    159,                 1.3239,                0.81359,                0.88315,                0.80759,                0.70764,                0.76938,                0.55935,                 1.3386,                0.79808,                0.90755,             0.00013104,             0.00013104,             0.00013104
                    160,                 1.3336,                0.81691,                0.88465,                0.84193,                0.70779,                0.77501,                0.56412,                 1.3306,                0.80536,                0.90459,             0.00012813,             0.00012813,             0.00012813
                    161,                 1.3284,                0.83692,                0.88677,                0.83388,                0.71173,                0.77043,                0.56097,                 1.3407,                0.79514,                0.90789,             0.00012521,             0.00012521,             0.00012521
                    162,                 1.3492,                0.82945,                0.88727,                0.84497,                0.71738,                0.78353,                0.57144,                 1.3385,                0.80021,                0.90734,              0.0001223,              0.0001223,              0.0001223
                    163,                 1.3387,                0.82285,                0.88693,                0.83146,                 0.7269,                0.78058,                0.56494,                 1.3414,                0.79765,                0.90688,             0.00011939,             0.00011939,             0.00011939
                    164,                 1.3201,                0.80905,                0.88463,                0.82896,                0.70838,                0.77236,                  0.568,                 1.3406,                0.79056,                0.90714,             0.00011648,             0.00011648,             0.00011648
                    165,                 1.3291,                0.81167,                0.88757,                0.84367,                0.71359,                0.77716,                0.56694,                 1.3333,                0.79354,                0.90604,             0.00011357,             0.00011357,             0.00011357
                    166,                 1.3354,                0.81725,                0.88551,                0.82145,                0.72636,                0.77792,                0.57409,                 1.3192,                0.78556,                0.90334,             0.00011066,             0.00011066,             0.00011066
                    167,                 1.3388,                0.81246,                 0.8879,                0.81536,                0.72308,                0.77564,                0.56773,                 1.3248,                 0.7858,                0.90471,             0.00010775,             0.00010775,             0.00010775
                    168,                  1.316,                0.80997,                0.88964,                0.80298,                 0.7254,                0.77687,                0.57075,                 1.3137,                0.78816,                0.90233,             0.00010484,             0.00010484,             0.00010484
                    169,                 1.3415,                0.82047,                0.88732,                0.83826,                0.73329,                 0.7855,                0.57877,                 1.3125,                0.78761,                 0.9021,             0.00010193,             0.00010193,             0.00010193
                    170,                 1.3093,                0.80567,                0.88083,                0.82943,                0.72048,                0.77956,                0.57273,                 1.3173,                0.78961,                0.90185,             9.9019e-05,             9.9019e-05,             9.9019e-05
                    171,                 1.3529,                0.82961,                0.88346,                0.83518,                0.71713,                0.77717,                 0.5701,                 1.3434,                0.78127,                0.90587,             9.6109e-05,             9.6109e-05,             9.6109e-05
                    172,                 1.3457,                0.82708,                0.89073,                0.81568,                0.73079,                0.78018,                0.57219,                  1.317,                0.78594,                0.90355,             9.3198e-05,             9.3198e-05,             9.3198e-05
                    173,                  1.325,                0.81228,                0.88194,                0.80735,                0.72181,                0.77584,                 0.5696,                 1.3137,                0.78207,                0.90212,             9.0287e-05,             9.0287e-05,             9.0287e-05
                    174,                 1.3214,                0.80901,                0.88285,                0.82537,                 0.7176,                0.77659,                0.56911,                 1.3279,                0.78625,                 0.9039,             8.7377e-05,             8.7377e-05,             8.7377e-05
                    175,                  1.313,                0.80567,                0.88064,                0.81131,                0.72576,                0.77689,                0.56978,                 1.3154,                0.78094,                0.90225,             8.4466e-05,             8.4466e-05,             8.4466e-05
                    176,                 1.3115,                0.80019,                 0.8836,                0.83036,                0.71831,                0.78004,                0.57916,                 1.3049,                0.77612,                0.90064,             8.1556e-05,             8.1556e-05,             8.1556e-05
                    177,                 1.3256,                0.80402,                0.88139,                0.81896,                0.72953,                0.78605,                0.57695,                  1.312,                0.77652,                0.90166,             7.8645e-05,             7.8645e-05,             7.8645e-05
                    178,                 1.3278,                0.81272,                0.88399,                0.81867,                0.72632,                 0.7869,                0.57362,                 1.3179,                0.78044,                0.90221,             7.5734e-05,             7.5734e-05,             7.5734e-05
                    179,                  1.316,                 0.7975,                0.88919,                0.82269,                0.72746,                0.78179,                 0.5734,                 1.3128,                0.77857,                0.90202,             7.2824e-05,             7.2824e-05,             7.2824e-05
                    180,                 1.3291,                0.81138,                0.88324,                0.80897,                  0.734,                0.78692,                0.57787,                 1.3066,                0.77744,                0.89935,             6.9913e-05,             6.9913e-05,             6.9913e-05
                    181,                 1.2966,                0.79059,                 0.8849,                0.80205,                0.74414,                0.78756,                0.58345,                 1.3035,                0.77419,                 0.8989,             6.7003e-05,             6.7003e-05,             6.7003e-05
                    182,                 1.3364,                0.80518,                0.88495,                0.85505,                0.71133,                0.78366,                 0.5692,                 1.3285,                 0.7797,                0.90305,             6.4092e-05,             6.4092e-05,             6.4092e-05
                    183,                 1.3137,                0.79715,                0.88221,                0.83369,                0.72593,                0.78796,                 0.5709,                 1.3068,                0.77458,                0.89985,             6.1181e-05,             6.1181e-05,             6.1181e-05
                    184,                 1.3308,                0.80661,                0.88206,                0.82828,                0.72998,                0.78651,                0.57501,                 1.3138,                0.77061,                0.90096,             5.8271e-05,             5.8271e-05,             5.8271e-05
                    185,                 1.2928,                0.79172,                0.87935,                0.84057,                0.73405,                0.79056,                  0.582,                 1.3056,                0.77062,                0.89981,              5.536e-05,              5.536e-05,              5.536e-05
                    186,                 1.2981,                0.79636,                0.88245,                0.82426,                0.72653,                 0.7865,                0.56802,                 1.3259,                0.77678,                0.90338,              5.245e-05,              5.245e-05,              5.245e-05
                    187,                 1.2991,                 0.7947,                0.88154,                0.80641,                0.73559,                0.78525,                0.57171,                 1.3117,                0.77443,                0.90058,             4.9539e-05,             4.9539e-05,             4.9539e-05
                    188,                 1.3032,                0.79765,                0.88168,                0.83206,                0.72993,                0.78775,                0.57683,                 1.3053,                0.76911,                0.89968,             4.6628e-05,             4.6628e-05,             4.6628e-05
                    189,                 1.3011,                0.79042,                0.87914,                0.83245,                0.73017,                 0.7885,                0.57867,                 1.3022,                0.76484,                0.89911,             4.3718e-05,             4.3718e-05,             4.3718e-05
                    190,                 1.3129,                0.79923,                0.88408,                0.82248,                0.73685,                0.78814,                0.58188,                 1.3029,                0.76521,                0.89915,             4.0807e-05,             4.0807e-05,             4.0807e-05
                    191,                 1.3813,                0.88097,                0.88876,                0.82346,                0.72496,                0.77328,                0.56919,                 1.3067,                0.78019,                0.90047,             3.7897e-05,             3.7897e-05,             3.7897e-05
                    192,                 1.3295,                 0.8107,                0.88544,                0.77612,                0.73232,                0.77169,                0.56587,                 1.3149,                0.79625,                0.90284,             3.4986e-05,             3.4986e-05,             3.4986e-05
                    193,                 1.3251,                0.79817,                 0.8892,                0.80266,                0.71917,                0.77532,                0.57104,                 1.3119,                0.79923,                0.90226,             3.2075e-05,             3.2075e-05,             3.2075e-05
                    194,                 1.2921,                0.78053,                0.88184,                0.80046,                0.72078,                0.77885,                0.56729,                 1.3125,                0.79919,                0.90272,             2.9165e-05,             2.9165e-05,             2.9165e-05
                    195,                 1.3215,                0.79508,                0.88551,                0.82756,                0.71421,                0.78125,                0.56682,                 1.3216,                 0.7964,                0.90458,             2.6254e-05,             2.6254e-05,             2.6254e-05
                    196,                  1.319,                0.79778,                0.88323,                0.80887,                0.72146,                0.78072,                0.57367,                 1.3141,                0.79372,                0.90306,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    197,                 1.3178,                0.79909,                0.88481,                 0.8025,                0.72454,                0.77754,                0.56915,                  1.319,                0.79439,                0.90347,             2.0433e-05,             2.0433e-05,             2.0433e-05
                    198,                 1.3033,                0.78118,                0.88055,                0.80485,                0.72484,                0.77981,                0.56974,                  1.317,                0.78914,                0.90272,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    199,                 1.3097,                0.78872,                 0.8809,                0.81538,                0.71913,                0.78109,                0.57138,                 1.3123,                0.78569,                0.90183,             1.4612e-05,             1.4612e-05,             1.4612e-05
                    200,                 1.3134,                0.78956,                0.87959,                0.81794,                0.72438,                0.78153,                0.57177,                 1.3127,                0.78532,                 0.9018,             1.1701e-05,             1.1701e-05,             1.1701e-05
